rank,is_eligible,ineligible_reason,name,max_commission,max_mev_commission,validator_age,total_credits_M,identity
55,true,"","voin_drak0na_0_FEE_MEV",0,0,485,200.579257,"8Zh5A5Hs6bJFAyWrLGMaF2VEUVbXFANtfuw7824Hd5XV"
56,true,"","Moovi",0,0,485,200.483672,"7ZSVbdE4gTWq7rh8d6a22LoMmSCHNB45aBtnHD5C5bUc"
57,true,"","L0vd_0_fee_MEV",0,0,482,200.479991,"8aySXUFrqJz5kath6aVijrkBH8ZtxMWJGhYXwYBpKmHK"
58,true,"","STAKING_STARS_",0,0,477,200.580796,"f8JPS1sKWo8ewAUu6sufkDRU1HRCqYfegExB9K6CPA2"
59,true,"","SOLPulse_0_fee_MEV_Top",0,0,473,200.538714,"24xpPUt82of7pcmy3qDvRQjCfaj7DaEiM3D4UDEYr3y4"
60,true,"","Temporal_Topaz",0,0,471,200.580099,"FugJZepeGfh1Ruunhep19JC4F3Hr2FL3oKUMezoK8ajp"
61,true,"","NO_NAME",0,0,464,200.438431,"7pR7t5axFfkg2VZB1uAuFNUvpAeowq2v15J4gw5MmHTB"
62,true,"","0_Fee_Theta",0,0,451,200.577223,"8AkVj5aAtJ27tYXeq89cnSf68V43NarFHMx2iSDjZv7c"
63,true,"","Yurbason",0,0,446,200.580761,"YuRBAsy9Stw1u46A8dMp7WQVBFweLP1PKuYibzYAMmQ"
64,true,"","Nodes24.io_Jito_0_MEV",0,0,435,200.578471,"138KHwTqKNWGLoo8fK5i8UxYtwoC5tC8o7M9rY1CDEjT"
65,true,"","TdrSys",0,0,434,200.580255,"6xFDLX751L7H9d5fQT9sf2SM5RWWE9LDgqz25pPDbWoJ"
66,true,"","xSTAKE_0_fee",0,0,430,200.389954,"4JahMMrVRS1gimWoXpD5H6KwKc2MrsoTDFMaStMttL1E"
67,true,"","The_Lotus_Validator",0,0,408,200.536376,"gangtCrQg5RmKf5yxvhvZThPugPX58pDSdQ5UuS26vN"
68,true,"","DjinnFi",0,0,403,200.581026,"4CymATQ8a9qJUmCh5ygNFCePNQVgiKGkobvki5i45BiB"
69,true,"","Solissoul",0,0,398,200.579839,"3KW9MzaoUrqXymwZKMph4kPaJ37JfCfw8LxsZnHnCBGS"
70,true,"","SkyForge_Reach_Higher_",0,0,394,200.580829,"mHtqTQHaUcFjSZF6tGLNLsHLvjVsxXEK8w3BoT9eLAT"
71,true,"","StepByStep_0FeeJito_ME",0,0,393,200.543979,"HnwMGBAw5PxaX56eSYc969MorEy2NzEMPLkmBkdnJmeq"
72,true,"","Grossmeister",0,0,392,200.580905,"GJB4EwPmSu5TXpHKsyqFVzdpoJyiati1aVQamUYPWXuJ"
73,true,"","QuantumSol_0_Fee",0,0,390,200.578626,"DqRT482tSPAyo9LAyXnqT1wgPFVwFTVFrT5oH1Wv2gyx"
74,true,"","AutoStake_0_fee",0,0,360,200.384367,"7knvB4bbqHCKuNp3ef2hJWdwqoH6WAUi55NQt6LdRfkx"
75,true,"","aLone_Staker",0,0,359,200.581126,"HbQwCgDvVZF5pMdGZMdX2poPU43RyF1TxQLz6LFMqYRF"
76,true,"","polkachu.com",0,0,357,200.376604,"vaoJKVZYPAsqc52T2nNQhABR1gU6Cy2koDKfCQaEiva"
77,true,"","NCValidator",0,0,354,200.544855,"ECNnK4VjcKTsABiw8FAp3JCE6tCmYyrEJthYVyMazmxi"
78,true,"","CyberVillage",0,0,348,200.580815,"HMWXfjaeSHhww1wvdBhqhHVP9v96mFB4LJ9xP2MXbDGH"
79,true,"","mrgn2",0,0,336,200.580703,"mrgn28BhocwdAUEenen3Sw2MR9cPKDpLkDvzDdR7DBD"
80,true,"","mrgn3",0,0,335,192.514821,"mrgn3H4uBbKAWBjdFKSGks3SpLm4q8YaRxUCMGa5ZBY"
81,true,"","Drift",0,0,320,200.218912,"DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz"
82,true,"","Orangefin_by_SOL_Strat",0,0,314,200.581952,"DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA"
83,true,"","HashKey_Cloud",0,0,314,200.413,"GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS"
84,true,"","puzzle_",0,0,297,200.581371,"GtpcBib8a8AJAaryYict5s4igHCfvoCM9qVSXTK1scyx"
85,true,"","SolX_Mev",0,0,279,200.363907,"ECeaWy82CxpeJQr3EG3XNmYXc9NrVeWDH5ag9Lt6TPVR"
86,true,"","Cross_Stitch_Staking",0,0,277,200.580081,"GS7tvhfiU36vp8q2d92buz3dgENidvA3bWNpRDFcvnR2"
87,true,"","Limitless_Systems",0,0,272,200.582692,"D4r6Rcua2L7nHHhdaiZe2k2bTfPg2WQqcNYpG6bugvCG"
88,true,"","Solary_0_MEV",0,0,270,200.326661,"FyLVPAKkgdAy8Gn9jnFYN5yjC1ubQWRkw2EHt2UnC8uA"
89,true,"","Farben",0,0,264,200.57603,"farbZXR7aBQSMCYiUXzoS4pRUsvuCZ38f6AXMXiKACf"
90,true,"","Majestysol_0_Fee_MEV",0,0,255,200.556261,"AS4i8EXUZnPbmNT5ZXmoTEbrXQrbFoReiWwwFB43Ds5z"
91,true,"","UZB_Validator_-_0_FEE_",0,0,254,200.53746,"UZBmptMjMSQEPKm4WyUkJeAuvZSqTuNK3cQCKFqJcXT"
92,true,"","Jupiter",0,0,246,200.334038,"JupRhwjrF5fAcs6dFhLH59r3TJFvbcyLP2NRM8UGH9H"
93,true,"","GREED_Academy_-_fundin",0,0,243,200.415023,"GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc"
94,true,"","Helius",0,0,241,200.410403,"HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU"
95,true,"","Starke_Finance",0,0,240,200.578439,"3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5"
96,true,"","Zodiac_Labs",0,0,239,200.58037,"GbEV1RH2cGDWLXXUEFJ8ryP3B1guHjkQ5LPkhes8BsME"
97,true,"","_ELSOUL_LABO_-_Support",0,0,239,199.91492,"Fumin2Kx6BjkbUGMi4E7ZkRQg4KmgDv2j5xJBi98nUAD"
98,true,"","dogo_validator",0,0,238,200.268653,"SscQkTYV2BFQYGGffAmTzvefrFrw6z9GNYiWHstVZ77"
99,true,"","MeshMap",0,0,238,199.621679,"AWZhUiQjrjtxL8MEMWsCFbMausFQKkdTnDsFW2i411hN"
100,true,"","Chikken_Meshi_-_0_Fee_",0,0,231,200.411405,"CHikKUoYJDqFK5mPPtQ4ip63n4DZbsz9gMEGJ6a3t3o"
101,true,"","bftpapi",0,0,230,200.580448,"3MVdbyD3niYjAj1uskREY5UsxqNj4nvPHn8fCMahdM71"
102,true,"","A7J_SOl_0_Fee_MEV_",0,0,230,200.565219,"9Z2TswRKvvS1d8YZVdgnJAZyqwwVUhk3QLp74J8pEmXs"
103,true,"","SOL_STAKE_0_FEEMEV_",0,0,230,200.527944,"7cvpkJPcvNX1DpkyYzP9vtKrLUr9xEjb8AxcBT56bnjS"
104,true,"","Ulastake",0,0,230,200.418789,"HrM8x5Xn6ugoHqfLc7MCr8K7D34Z3NBc1TcuohCJ2ksz"
105,true,"","Epics_DAO_-_Support_OS",0,0,230,200.317066,"KTMkUG8WCw9FdH44jLMBpc1teGafnYL6SgP4fHHbsNM"
106,true,"","Fthr_Validator",0,0,229,200.581319,"AYY1TCe347UZ7zueBmF4MyoFkeEZquRUNVBNoUZiRoew"
107,true,"","pulsar_-_0_commision_0",0,0,225,200.580916,"PULSARKCJTG5xMoJTxaKHtVzr9H4Kv84haZnnewArAG"
108,true,"","kitty_-_HIGH_PERFORMAN",0,0,225,200.580875,"7kwZc68XSEs3bgPcHjh6XKUG2t5ocWKEZtnVJYcEjvPs"
109,true,"","mrgn4",0,0,222,200.581037,"mrgn4sJJu5GBa5wbKyjuASzhyCifvcedGoLtpKjB3Wf"
110,true,"","Hypo_Nyms",0,0,220,200.567866,"nymsHergYedT9CJMgtGMvqXUTGcbs5o3MiWTJUbqTGY"
111,true,"","Moutai_Validator_Perfo",0,0,220,200.391264,"8nbE53mcKhy74HLiGZ1q5HRocwiCvgh49csSaHSdtukr"
112,true,"","NO_NAME",0,0,219,200.386741,"2icWF7TvxyycF7d1NHpMZYuJJqiRy2h7wmjFSbqUij1B"
113,true,"","LP_Army_lpSOL_by_Sign_",0,0,214,200.413326,"6k1YkmTKwPRUhChnxA9ryJmbtuQMbro4xFTL6mL9jycB"
114,true,"","Robobo",0,0,212,200.523366,"3z6PJ9F4Yk2vAFGzCV6cQ9MLAJfHcGtLD3rDmuim3G2g"
115,true,"","Absolute_Guard",0,0,212,199.588621,"3WDh9HgusCujDmXCVhophLrHvoKHQd1Sd4uFHz1Awo35"
116,true,"","Rakurai_High_TPS_High_",0,0,211,200.265884,"Ed9WjPnZfAXsPttcqxMwj94qsuXVRyBsyXnDkxFva2Zv"
117,true,"","Raydium_Validator",0,0,211,200.219446,"vvvvbtDs9HsdsE6NskZMnb1RA6muoud1ChQuiF9QhSM"
118,true,"","Wagyu_Validator_-_Prem",0,0,197,200.580646,"DBfh9QUCZde2U6buTbNhxSEnaqPV9Z2cfmjsBJu9qrLw"
119,true,"","PoH_PoS",0,0,195,200.388674,"HLnodbYkL5PFA8hjAZDkm5pGzV7eLTvcs671AW2L6St9"
120,true,"","Trump",0,0,191,200.580831,"TRUMPdBAv1xG1BeuiYMbeqCzySBVpkPtw2bfL8x2GJA"
121,true,"","_Starfire_0_fee_MEV",0,0,189,200.578483,"FEtkEYC16YG4ANgohvGUhobZMTSKmNKJc5h8QvpRazrA"
122,true,"","_Oracle_0",0,0,189,200.575969,"5CfFhpErZrKcrDLQtB7R9V66cAvQkcc6NmMPeA12vDgS"
123,true,"","Blossom",0,0,189,200.500866,"5fSQdv4zsAJNx6RKpGho6sL6rY6a8nziaqcmwaRJB9NE"
124,true,"","IggyStake",0,0,186,200.580687,"iggyroq4YSBgSfmruSxuz3uj7dZvnsFXyZFXYcYy3FR"
125,true,"","Free_Ross_Validator_-_",0,0,186,200.580611,"Rosss8KdLc366Hg8tqigieoLiXWUwguw9giX4HP1UsE"
126,true,"","DogWifValidator",0,0,186,200.580498,"wiFDeRHa4zcPvrZzdrnBEYCWAjMTjnV2vBgQeCpWSa9"
127,true,"","SolBlaze",0,0,186,200.303236,"sbidYi7fbif6qNsMpwBKvyF5DKcLCbjaegpADsKqNux"
128,true,"","Humbility",0,0,183,199.607799,"FXfNZwnDQxNR3NVHzA3Xpctzey7AUmgz5YvWTHiUActw"
129,true,"","QuickNode",0,0,181,200.403125,"4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC"
130,true,"","Messi",0,0,178,200.580672,"29r4yNFTEczzMxLN39jPj59dZZjLZdr5p1HyjQC5Wvnu"
131,true,"","NoTarriffs",0,0,178,200.580665,"EXAJfWzR6SmYyWQpCrP6o8Ppj9YNPVLjdHZNssC12xjV"
132,true,"","Sui_Validator",0,0,178,200.580565,"DSgY41vCWSi57q3DK9V5FzFpegSXM6YpjmhiSKjByiU7"
133,true,"","Sydney_Sweeney",0,0,178,200.58049,"Xbk4tCYoTmxDH98ymRKyh95h5LEUaH229YbiP5avzyW"
134,true,"","Cavey_Cool",0,0,178,199.74866,"CaveyttUBTKttncu1e4RF814XjuoGfYv8cEsiKGDNCPX"
135,true,"","Temporal_Emerald",0,0,176,200.421044,"DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8"
136,true,"","KAST",0,0,169,200.354317,"GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw"
137,true,"","XRay_0_fee_MEV_Boost",0,0,165,200.1944,"XRAYzQwAcSqPt4T78ibJAUPmz9rjsqkWzCxmXHv3nir"
138,true,"","Synapse_",0,0,149,200.579705,"67oE2WCwhCSXHmyBeq4A4Em4W8Q6thTQQfdUtPmechuf"
139,true,"","Rain_WorksMEV0_fees",0,0,149,200.220172,"Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k"
140,true,"","AiDoL",0,0,146,200.228247,"AiDoLWFKzNxSXKeZ4zym2TEPkg6F4kQ3YBA8WhANVPEq"
141,true,"","DeepSol",0,0,144,200.5784,"4VmboVWgpQKM9hcULoYjNdhrDsy8JDD1S6uxuU37xEBE"
142,true,"","BlackHole_0_fee",0,0,144,200.578199,"4nGV3oRHi9Fkk7HwakFS1ZjVq6U7M2v1p5xLrAbYLQtZ"
143,true,"","NO_NAME",0,0,143,200.372795,"8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7"
144,true,"","Steel_Nerves",0,0,142,200.578942,"7TYbdqaFpHbLUWBe6fTc19XPweUMN6fB3GBW3TzZWu1i"
145,true,"","Gojira",0,0,142,200.57172,"gojir4WnhS7VS1JdbnanJMzaMfr4UD7KeX1ixWAHEmw"
146,true,"","Solayer_Validator_0_Co",0,0,142,200.394589,"SLAY6uN1zZpXBTfbuDDCesNmM5D288xrz8uYvfS3n41"
147,true,"","AFK_Validator_0",0,0,141,200.578318,"CfXY2KyS6PvGW3oeSb7NCFZcswRZp2FAJY9E96hCvvVp"
148,true,"","_Mason_",0,0,141,200.578197,"7AGmaR23EUZFsxuyJ8VNUUPb7dzqY41uh9Tsjq7fQGVr"
149,true,"","NXT",0,0,134,200.525772,"nxts9SpchNGqWHRB3zmhskt434MCbUUwkeUcs6xX5oe"
150,true,"","TopReward_0_fee",0,0,133,200.576646,"TopjgY7N1fJdnW89S9fX6t7LF61nspgXGL1NpgAKhDG"
151,true,"","Abyss_Finance_0_fee_10",0,0,131,200.581608,"CBSufxkHhvNTtBuP3dmCCeRWJdLcBt35jJnd28cZXq8H"
152,true,"","SelfLiquidity",0,0,130,200.581056,"CVgwMrWo9chKEuEPCe6Za9KJe8jamnAcoeWzaMeNubr6"
153,true,"","NO_NAME",0,0,130,200.372314,"9PRr9k87HjjdLMRkxtxygidjxVta9VQ1kAsqgLBWXKdQ"
154,true,"","Jaguar",0,0,127,200.561033,"jagBNeXYncnn1hzwSq1JJ16XhWTgQ7DCFVqndSJZ6vT"
155,true,"","StakeWave",0,0,126,198.649111,"8cnksBVjDPspn3AvmxJd8JKUdh4uWDDXzDemPmDctaHi"
156,true,"","Luminal",0,0,125,200.454682,"1unarWPGGseFag2WfnoFv8o9P7vTPU8eHex9GinP3eY"
157,true,"","NO_NAME",0,0,125,200.417945,"D1A4F2yh38JLQExKjDiCi4G2tCMwj93c3sikseSSePKe"
158,true,"","Bay3",0,0,111,199.977619,"bay3wXfJsu9ds1zQBoQQ4DUwFGs3NP6q4gca9WM5G1z"
159,true,"","Hello_Moon",0,0,110,200.576587,"HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L"
160,true,"","Paws_0_FeeMEV",0,0,110,200.569169,"PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6"
161,true,"","Temporal_Opal",0,0,108,200.581299,"oPaLtitM6cwpFVzP2rDhLsJLdY2vcbuZiJJyD1TFUKs"
162,true,"","Overclock_Diablo",0,0,108,200.533254,"C2ocKwTTZCDpwuyZuem7hih2pkpataAx21P5KHkKboko"
163,true,"","Nebula_Node",0,0,99,200.578981,"nebu15XQKGpxzhhckADBX9PgvGN5qk9RRJCFLKc118w"
164,true,"","Sanctum",0,0,99,200.385733,"LSTQqqvdXqt5HxdX6s6DFS1ryM7jgk14a6BFMKhPAJp"
165,true,"","Backpack",0,0,96,200.570216,"bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z"
166,true,"","Lifetime_0_fee_full_ME",0,0,93,200.417005,"ALPHA6rdHZkx1om79xp47vX1iZXcbM3qfEwLyttZ1T7R"
167,true,"","NO_NAME",0,0,93,199.326156,"BfgMdL4FaNHp5zZpD7WMYG5sZUrCWQPEjXDwWS7M5q3F"
168,true,"","NO_NAME",0,0,92,200.493983,"CHED86J97RCtt8HxhNxvUSQWPqFsiftNpWWQd9HZvqvw"
169,true,"","SOLMECH",0,0,91,142.04482,"FUNDTXgtnkfuhK6G6JUi5CzxPWeZNF9n96vFuBNGFy1v"
170,true,"","Lazy_Llama",0,0,90,200.54845,"FJN8ryNvkm3QAQufsjJmJ9eGPpK1D8hG4MawATqZfFhx"
171,true,"","NO_NAME",0,0,89,200.569847,"MargusHP4dQyxrBuCWngzJp6EZSvg1aPNxdgpXykfr4"
172,true,"","LUNA_",0,0,87,200.580666,"LUNAYGRv5DGye5jvwTy1SQnJr6jfzA1WaFLJ527WMqj"
173,true,"","BMW_",0,0,87,200.580603,"BMW2PUr7yweA54zC5CoBnjWqNFwL8W9vHUvYvb7cPbLN"
174,true,"","NO_NAME",0,0,86,200.553882,"GoLd56YQz8nJQnCsPFw8g5hcxrNaQBvCfAgbtwYFLbd"
175,true,"","Onchain_Divers",0,0,85,200.579182,"DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL"
176,true,"","AKKURIA",0,0,82,200.581032,"5S1vPAd2MRJ9WyLAK8mfLQ2Jz43oQHX5pFGVkAyaxLb7"
177,true,"","CyberCore_",0,0,82,200.579767,"6jMprKjLwc2ezd6VLmkUvGUZExEpnsUsjtK9Yd9Jb4xW"
178,true,"","StakeMachine_",0,0,82,200.579729,"FmaVX7HuaaLRc3jy7HZktJX18hsk2S3MWdt6vYKiMweT"
179,true,"","Sphere",0,0,81,200.579673,"SPHERExTW7GaMgS4RN6MbghYvXU2REfFWHgpxMH1P69"
180,true,"","_McBlockin",0,0,81,200.576992,"CtBqxQ3fberuV2WxcNvba7C7QiQQe616rumT2F4mD4gn"
181,true,"","NO_NAME",0,0,80,199.986317,"9ueKvL3WiLM4mNUZrfWqPTYY2Np5YwzFTYvAiPibx1Zq"
182,true,"","TrippyHippy",0,0,79,200.580596,"2w98ie44eGKo8kdYshbs1Uv6rm7btQP7h8RxmowEsvLF"
183,true,"","Argentina_",0,0,79,200.580542,"8HxxkmjxP5cx3Q4hEhRG4aCDpzMdARCfRKTgrevDsL5S"
184,true,"","Brr_Brr_Patapim",0,0,79,200.580539,"Cayzy3AWZfUK4MpBvdEEJRdJY7tE95EAMLzGauuyHcg1"
185,true,"","Hyperliquid",0,0,79,200.580527,"89D8ZVWUSBegx2FT9cvZWUCvobAvL4aozVKUiRtzNDBd"
186,true,"","Ronaldo",0,0,79,200.580515,"J4Aw8KDh4GKHm9WvGaFbpDefNkqZkh8fvMC2GCuhPsv8"
187,true,"","Spongebob",0,0,79,200.580207,"CNhoQcXia4kvPu37sTZcLyGLqQjHhBXJ6KFDcJyaefVi"
188,true,"","Miami_Validator",0,0,79,200.579978,"4YTGPNYu1Rt3kzpSWrkT4vAuSzcMF3M5JpBaCPMprsvN"
189,true,"","4_Leaf_Clover",0,0,79,200.579836,"3qUV4z9h4JMjuaCkS5xQEuqb3G7okBHFasmqDWXZmtq9"
190,true,"","SuperSniper",0,0,79,200.57982,"Cx8Bd26EPfnhoAM94hNW1ot3vESEDsMDqD7Jgw31Pzqj"
191,true,"","Corona",0,0,79,200.578891,"3MZ5eU8EEJfyh5p2p4CXXJVmhXtu4DuUGYRLykRd3Hzp"
192,true,"","Dont_Die_",0,0,79,200.578813,"3mWHXRvacepHvzpCx5nhVJWhdLy4nok6hmpegDXDYfTr"
193,true,"","BaldMan_Ventures",0,0,79,200.448215,"84YLEg7HE4rfvamnk7kVayJcX5iWX42jjaDLFg3WTVQA"
194,true,"","Hayek",0,0,78,200.412685,"hykfH9jUQqe2yqv3VqVAK5AmMYqrmMWmdwDcbfsm6My"
195,true,"","Cointelegraph_Decentra",0,0,78,200.38066,"CTDGxTK789ZvhgyHZHtSnxTtysbyY1mrywXEJiYYqXxC"
196,true,"","InfiniteSOL_0_Fees",0,0,76,200.416493,"ADjyeNzWd8yhEjCVyAqT87eqoyGRbimERQsNhFQcXjop"
