rank,is_eligible,ineligible_reason,name,max_commission,max_mev_commission,validator_age,total_credits_M,identity
55,true,"","Lion3d_0_Forever",0,0,527,200.581631,"CVvaeDPR2o7P1eawG5c9TPFLzSXAewwPovPmREaEL4Cm"
56,true,"","Stake-Take",0,0,525,200.416651,"9oJWvtDMLLM5U5hQ8iZ5LjbZLtHHzys91hvQC6esmsrJ"
57,true,"","Overclock",0,0,521,200.376374,"C1ocKDYMCm2ooWptMMnpd5VEB2Nx4UMJgRuYofysyzcA"
58,true,"","Public_Good_Chive_-_0_",0,0,511,200.574032,"57i31UEyDg4koaZMZ1wAHbYuezXv3AVaHtvJgJarxt3f"
59,true,"","Watatsumi_Validator",0,0,487,200.581469,"5ZjxMYBbnKd4VFxLjAChSWMTeQ96147HnxZvQJxUseHV"
60,true,"","voin_drak0na_0_FEE_MEV",0,0,485,200.579257,"8Zh5A5Hs6bJFAyWrLGMaF2VEUVbXFANtfuw7824Hd5XV"
61,true,"","Moovi",0,0,485,200.483672,"7ZSVbdE4gTWq7rh8d6a22LoMmSCHNB45aBtnHD5C5bUc"
62,true,"","L0vd_0_fee_MEV",0,0,482,200.479991,"8aySXUFrqJz5kath6aVijrkBH8ZtxMWJGhYXwYBpKmHK"
63,true,"","STAKING_STARS_",0,0,477,200.580796,"f8JPS1sKWo8ewAUu6sufkDRU1HRCqYfegExB9K6CPA2"
64,true,"","SOLPulse_0_fee_MEV_Top",0,0,473,200.538714,"24xpPUt82of7pcmy3qDvRQjCfaj7DaEiM3D4UDEYr3y4"
65,true,"","Temporal_Topaz",0,0,471,200.580099,"FugJZepeGfh1Ruunhep19JC4F3Hr2FL3oKUMezoK8ajp"
66,true,"","NO_NAME",0,0,464,200.438431,"7pR7t5axFfkg2VZB1uAuFNUvpAeowq2v15J4gw5MmHTB"
67,true,"","0_Fee_Theta",0,0,451,200.577223,"8AkVj5aAtJ27tYXeq89cnSf68V43NarFHMx2iSDjZv7c"
68,true,"","Yurbason",0,0,446,200.580761,"YuRBAsy9Stw1u46A8dMp7WQVBFweLP1PKuYibzYAMmQ"
69,true,"","Nodes24.io_Jito_0_MEV",0,0,435,200.578471,"138KHwTqKNWGLoo8fK5i8UxYtwoC5tC8o7M9rY1CDEjT"
70,true,"","TdrSys",0,0,434,200.580255,"6xFDLX751L7H9d5fQT9sf2SM5RWWE9LDgqz25pPDbWoJ"
71,true,"","xSTAKE_0_fee",0,0,430,200.389954,"4JahMMrVRS1gimWoXpD5H6KwKc2MrsoTDFMaStMttL1E"
72,true,"","Bluestone_",0,0,426,200.304535,"BLUEHGDihXD9CqqC5XFSQzDC3aS5jASohb2BAsXaJokR"
73,true,"","The_Lotus_Validator",0,0,408,200.536376,"gangtCrQg5RmKf5yxvhvZThPugPX58pDSdQ5UuS26vN"
74,true,"","DjinnFi",0,0,403,200.581026,"4CymATQ8a9qJUmCh5ygNFCePNQVgiKGkobvki5i45BiB"
75,true,"","Solissoul",0,0,398,200.579839,"3KW9MzaoUrqXymwZKMph4kPaJ37JfCfw8LxsZnHnCBGS"
76,true,"","SkyForge_Reach_Higher_",0,0,394,200.580829,"mHtqTQHaUcFjSZF6tGLNLsHLvjVsxXEK8w3BoT9eLAT"
77,true,"","StepByStep_0FeeJito_ME",0,0,393,200.543979,"HnwMGBAw5PxaX56eSYc969MorEy2NzEMPLkmBkdnJmeq"
78,true,"","Grossmeister",0,0,392,200.580905,"GJB4EwPmSu5TXpHKsyqFVzdpoJyiati1aVQamUYPWXuJ"
79,true,"","QuantumSol_0_Fee",0,0,390,200.578626,"DqRT482tSPAyo9LAyXnqT1wgPFVwFTVFrT5oH1Wv2gyx"
80,true,"","AutoStake_0_fee",0,0,360,200.384367,"7knvB4bbqHCKuNp3ef2hJWdwqoH6WAUi55NQt6LdRfkx"
81,true,"","aLone_Staker",0,0,359,200.581126,"HbQwCgDvVZF5pMdGZMdX2poPU43RyF1TxQLz6LFMqYRF"
82,true,"","polkachu.com",0,0,357,200.376604,"vaoJKVZYPAsqc52T2nNQhABR1gU6Cy2koDKfCQaEiva"
83,true,"","NCValidator",0,0,354,200.544855,"ECNnK4VjcKTsABiw8FAp3JCE6tCmYyrEJthYVyMazmxi"
84,true,"","CyberVillage",0,0,348,200.580815,"HMWXfjaeSHhww1wvdBhqhHVP9v96mFB4LJ9xP2MXbDGH"
85,true,"","mrgn2",0,0,336,200.580703,"mrgn28BhocwdAUEenen3Sw2MR9cPKDpLkDvzDdR7DBD"
86,true,"","mrgn3",0,0,335,192.514821,"mrgn3H4uBbKAWBjdFKSGks3SpLm4q8YaRxUCMGa5ZBY"
87,true,"","Drift",0,0,320,200.218912,"DrifTrN923QaouP89UxkQzFGbumKPCnfkNYQRwmZxatz"
88,true,"","Orangefin_by_SOL_Strat",0,0,314,200.581952,"DB7DNWMVQASMFxcjkwdr4w4eg3NmfjWTk2rqFMMbrPLA"
89,true,"","HashKey_Cloud",0,0,314,200.413,"GGX3BEoZDqjxcw4AbCdu62ZTMrkpSgmPt81oP2mVuZNS"
90,true,"","puzzle_",0,0,297,200.581371,"GtpcBib8a8AJAaryYict5s4igHCfvoCM9qVSXTK1scyx"
91,true,"","Quantum_Crypto",0,0,291,200.188068,"Atom7LRkdXj6MBoWJPgjaetrCMrgB9nnkQBYXTWE8Z3S"
92,true,"","SolX_Mev",0,0,279,200.363907,"ECeaWy82CxpeJQr3EG3XNmYXc9NrVeWDH5ag9Lt6TPVR"
93,true,"","Cross_Stitch_Staking",0,0,277,200.580081,"GS7tvhfiU36vp8q2d92buz3dgENidvA3bWNpRDFcvnR2"
94,true,"","Limitless_Systems",0,0,272,200.582692,"D4r6Rcua2L7nHHhdaiZe2k2bTfPg2WQqcNYpG6bugvCG"
95,true,"","Solary_0_MEV",0,0,270,200.326661,"FyLVPAKkgdAy8Gn9jnFYN5yjC1ubQWRkw2EHt2UnC8uA"
96,true,"","Farben",0,0,264,200.57603,"farbZXR7aBQSMCYiUXzoS4pRUsvuCZ38f6AXMXiKACf"
97,true,"","Majestysol_0_Fee_MEV",0,0,255,200.556261,"AS4i8EXUZnPbmNT5ZXmoTEbrXQrbFoReiWwwFB43Ds5z"
98,true,"","UZB_Validator_-_0_FEE_",0,0,254,200.53746,"UZBmptMjMSQEPKm4WyUkJeAuvZSqTuNK3cQCKFqJcXT"
99,true,"","Jupiter",0,0,246,200.334038,"JupRhwjrF5fAcs6dFhLH59r3TJFvbcyLP2NRM8UGH9H"
100,true,"","GREED_Academy_-_fundin",0,0,243,200.415023,"GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc"
101,true,"","Helius",0,0,241,200.410403,"HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU"
102,true,"","Starke_Finance",0,0,240,200.578439,"3s97yjq2MhoPVPC3U9VeE3Z5S643Pweovg88ysvrQPw5"
103,true,"","Zodiac_Labs",0,0,239,200.58037,"GbEV1RH2cGDWLXXUEFJ8ryP3B1guHjkQ5LPkhes8BsME"
104,true,"","_ELSOUL_LABO_-_Support",0,0,239,199.91492,"Fumin2Kx6BjkbUGMi4E7ZkRQg4KmgDv2j5xJBi98nUAD"
105,true,"","dogo_validator",0,0,238,200.268653,"SscQkTYV2BFQYGGffAmTzvefrFrw6z9GNYiWHstVZ77"
106,true,"","MeshMap",0,0,238,199.621679,"AWZhUiQjrjtxL8MEMWsCFbMausFQKkdTnDsFW2i411hN"
107,true,"","Chikken_Meshi_-_0_Fee_",0,0,231,200.411405,"CHikKUoYJDqFK5mPPtQ4ip63n4DZbsz9gMEGJ6a3t3o"
108,true,"","bftpapi",0,0,230,200.580448,"3MVdbyD3niYjAj1uskREY5UsxqNj4nvPHn8fCMahdM71"
109,true,"","A7J_SOl_0_Fee_MEV_",0,0,230,200.565219,"9Z2TswRKvvS1d8YZVdgnJAZyqwwVUhk3QLp74J8pEmXs"
110,true,"","SOL_STAKE_0_FEEMEV_",0,0,230,200.527944,"7cvpkJPcvNX1DpkyYzP9vtKrLUr9xEjb8AxcBT56bnjS"
111,true,"","Ulastake",0,0,230,200.418789,"HrM8x5Xn6ugoHqfLc7MCr8K7D34Z3NBc1TcuohCJ2ksz"
112,true,"","Epics_DAO_-_Support_OS",0,0,230,200.317066,"KTMkUG8WCw9FdH44jLMBpc1teGafnYL6SgP4fHHbsNM"
113,true,"","Fthr_Validator",0,0,229,200.581319,"AYY1TCe347UZ7zueBmF4MyoFkeEZquRUNVBNoUZiRoew"
114,true,"","pulsar_-_0_commision_0",0,0,225,200.580916,"PULSARKCJTG5xMoJTxaKHtVzr9H4Kv84haZnnewArAG"
115,true,"","kitty_-_HIGH_PERFORMAN",0,0,225,200.580875,"7kwZc68XSEs3bgPcHjh6XKUG2t5ocWKEZtnVJYcEjvPs"
116,true,"","mrgn4",0,0,222,200.581037,"mrgn4sJJu5GBa5wbKyjuASzhyCifvcedGoLtpKjB3Wf"
117,true,"","Hypo_Nyms",0,0,220,200.567866,"nymsHergYedT9CJMgtGMvqXUTGcbs5o3MiWTJUbqTGY"
118,true,"","Moutai_Validator_Perfo",0,0,220,200.391264,"8nbE53mcKhy74HLiGZ1q5HRocwiCvgh49csSaHSdtukr"
119,true,"","NO_NAME",0,0,219,200.386741,"2icWF7TvxyycF7d1NHpMZYuJJqiRy2h7wmjFSbqUij1B"
120,true,"","LP_Army_lpSOL_by_Sign_",0,0,214,200.413326,"6k1YkmTKwPRUhChnxA9ryJmbtuQMbro4xFTL6mL9jycB"
121,true,"","Robobo",0,0,212,200.523366,"3z6PJ9F4Yk2vAFGzCV6cQ9MLAJfHcGtLD3rDmuim3G2g"
122,true,"","Absolute_Guard",0,0,212,199.588621,"3WDh9HgusCujDmXCVhophLrHvoKHQd1Sd4uFHz1Awo35"
123,true,"","Rakurai_High_TPS_High_",0,0,211,200.265884,"Ed9WjPnZfAXsPttcqxMwj94qsuXVRyBsyXnDkxFva2Zv"
124,true,"","Raydium_Validator",0,0,211,200.219446,"vvvvbtDs9HsdsE6NskZMnb1RA6muoud1ChQuiF9QhSM"
125,true,"","Wagyu_Validator_-_Prem",0,0,197,200.580646,"DBfh9QUCZde2U6buTbNhxSEnaqPV9Z2cfmjsBJu9qrLw"
126,true,"","PoH_PoS",0,0,195,200.388674,"HLnodbYkL5PFA8hjAZDkm5pGzV7eLTvcs671AW2L6St9"
127,true,"","Trump",0,0,191,200.580831,"TRUMPdBAv1xG1BeuiYMbeqCzySBVpkPtw2bfL8x2GJA"
128,true,"","_Starfire_0_fee_MEV",0,0,189,200.578483,"FEtkEYC16YG4ANgohvGUhobZMTSKmNKJc5h8QvpRazrA"
129,true,"","_Oracle_0",0,0,189,200.575969,"5CfFhpErZrKcrDLQtB7R9V66cAvQkcc6NmMPeA12vDgS"
130,true,"","Blossom",0,0,189,200.500866,"5fSQdv4zsAJNx6RKpGho6sL6rY6a8nziaqcmwaRJB9NE"
131,true,"","NO_NAME",0,0,187,200.524277,"BiGcsiuFCLuiTzXoQgfLdge9sfpwr55YzdT8Kp7bCXmS"
132,true,"","IggyStake",0,0,186,200.580687,"iggyroq4YSBgSfmruSxuz3uj7dZvnsFXyZFXYcYy3FR"
133,true,"","Free_Ross_Validator_-_",0,0,186,200.580611,"Rosss8KdLc366Hg8tqigieoLiXWUwguw9giX4HP1UsE"
134,true,"","DogWifValidator",0,0,186,200.580498,"wiFDeRHa4zcPvrZzdrnBEYCWAjMTjnV2vBgQeCpWSa9"
135,true,"","SolBlaze",0,0,186,200.303236,"sbidYi7fbif6qNsMpwBKvyF5DKcLCbjaegpADsKqNux"
136,true,"","Humbility",0,0,183,199.607799,"FXfNZwnDQxNR3NVHzA3Xpctzey7AUmgz5YvWTHiUActw"
137,true,"","QuickNode",0,0,181,200.403125,"4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC"
138,true,"","NO_NAME",0,0,180,199.539423,"6PvHaibtZhuba14dzbhGFJRASYX3Ka2oviRzSbXV2wYC"
139,true,"","Messi",0,0,178,200.580672,"29r4yNFTEczzMxLN39jPj59dZZjLZdr5p1HyjQC5Wvnu"
140,true,"","NoTarriffs",0,0,178,200.580665,"EXAJfWzR6SmYyWQpCrP6o8Ppj9YNPVLjdHZNssC12xjV"
141,true,"","Sui_Validator",0,0,178,200.580565,"DSgY41vCWSi57q3DK9V5FzFpegSXM6YpjmhiSKjByiU7"
142,true,"","Sydney_Sweeney",0,0,178,200.58049,"Xbk4tCYoTmxDH98ymRKyh95h5LEUaH229YbiP5avzyW"
143,true,"","Cavey_Cool",0,0,178,199.74866,"CaveyttUBTKttncu1e4RF814XjuoGfYv8cEsiKGDNCPX"
144,true,"","Temporal_Emerald",0,0,176,200.421044,"DTSUkYHd2e9P2HLyZfbLarsbDdPhQUhZnWjRYuJZQRC8"
145,true,"","KAST",0,0,169,200.354317,"GkFT5nmcFVmJiLwuE98PjdF3LReMeq4WbejFHfwrnsgw"
146,true,"","XRay_0_fee_MEV_Boost",0,0,165,200.1944,"XRAYzQwAcSqPt4T78ibJAUPmz9rjsqkWzCxmXHv3nir"
147,true,"","Synapse_",0,0,149,200.579705,"67oE2WCwhCSXHmyBeq4A4Em4W8Q6thTQQfdUtPmechuf"
148,true,"","Rain_WorksMEV0_fees",0,0,149,200.220172,"Mwz8VgAEnPtfqS62r3ixrFiMJwnNfEwR141CGnsTo5k"
149,true,"","AiDoL",0,0,146,200.228247,"AiDoLWFKzNxSXKeZ4zym2TEPkg6F4kQ3YBA8WhANVPEq"
150,true,"","DeepSol",0,0,144,200.5784,"4VmboVWgpQKM9hcULoYjNdhrDsy8JDD1S6uxuU37xEBE"
151,true,"","BlackHole_0_fee",0,0,144,200.578199,"4nGV3oRHi9Fkk7HwakFS1ZjVq6U7M2v1p5xLrAbYLQtZ"
152,true,"","NO_NAME",0,0,143,200.372795,"8tjFeSApQ85ThoQXT28acfF2KUfQr3TvTdirSkzNnYC7"
153,true,"","Steel_Nerves",0,0,142,200.578942,"7TYbdqaFpHbLUWBe6fTc19XPweUMN6fB3GBW3TzZWu1i"
154,true,"","Gojira",0,0,142,200.57172,"gojir4WnhS7VS1JdbnanJMzaMfr4UD7KeX1ixWAHEmw"
155,true,"","Solayer_Validator_0_Co",0,0,142,200.394589,"SLAY6uN1zZpXBTfbuDDCesNmM5D288xrz8uYvfS3n41"
156,true,"","AFK_Validator_0",0,0,141,200.578318,"CfXY2KyS6PvGW3oeSb7NCFZcswRZp2FAJY9E96hCvvVp"
157,true,"","_Mason_",0,0,141,200.578197,"7AGmaR23EUZFsxuyJ8VNUUPb7dzqY41uh9Tsjq7fQGVr"
158,true,"","NXT",0,0,134,200.525772,"nxts9SpchNGqWHRB3zmhskt434MCbUUwkeUcs6xX5oe"
159,true,"","TopReward_0_fee",0,0,133,200.576646,"TopjgY7N1fJdnW89S9fX6t7LF61nspgXGL1NpgAKhDG"
160,true,"","Abyss_Finance_0_fee_10",0,0,131,200.581608,"CBSufxkHhvNTtBuP3dmCCeRWJdLcBt35jJnd28cZXq8H"
161,true,"","SelfLiquidity",0,0,130,200.581056,"CVgwMrWo9chKEuEPCe6Za9KJe8jamnAcoeWzaMeNubr6"
162,true,"","NO_NAME",0,0,130,200.372314,"9PRr9k87HjjdLMRkxtxygidjxVta9VQ1kAsqgLBWXKdQ"
163,true,"","Jaguar",0,0,127,200.561033,"jagBNeXYncnn1hzwSq1JJ16XhWTgQ7DCFVqndSJZ6vT"
164,true,"","StakeWave",0,0,126,198.649111,"8cnksBVjDPspn3AvmxJd8JKUdh4uWDDXzDemPmDctaHi"
165,true,"","Luminal",0,0,125,200.454682,"1unarWPGGseFag2WfnoFv8o9P7vTPU8eHex9GinP3eY"
166,true,"","NO_NAME",0,0,125,200.417945,"D1A4F2yh38JLQExKjDiCi4G2tCMwj93c3sikseSSePKe"
167,true,"","Bay3",0,0,111,199.977619,"bay3wXfJsu9ds1zQBoQQ4DUwFGs3NP6q4gca9WM5G1z"
168,true,"","Hello_Moon",0,0,110,200.576587,"HM1KjNaXa4w8K4gCXbieoMh5gUTNeUhg9fvdXMKeBW3L"
169,true,"","Paws_0_FeeMEV",0,0,110,200.569169,"PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6"
170,true,"","Temporal_Opal",0,0,108,200.581299,"oPaLtitM6cwpFVzP2rDhLsJLdY2vcbuZiJJyD1TFUKs"
171,true,"","Overclock_Diablo",0,0,108,200.533254,"C2ocKwTTZCDpwuyZuem7hih2pkpataAx21P5KHkKboko"
172,true,"","Nebula_Node",0,0,99,200.578981,"nebu15XQKGpxzhhckADBX9PgvGN5qk9RRJCFLKc118w"
173,true,"","Sanctum",0,0,99,200.385733,"LSTQqqvdXqt5HxdX6s6DFS1ryM7jgk14a6BFMKhPAJp"
174,true,"","Backpack",0,0,96,200.570216,"bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z"
175,true,"","Lifetime_0_fee_full_ME",0,0,93,200.417005,"ALPHA6rdHZkx1om79xp47vX1iZXcbM3qfEwLyttZ1T7R"
176,true,"","NO_NAME",0,0,93,199.326156,"BfgMdL4FaNHp5zZpD7WMYG5sZUrCWQPEjXDwWS7M5q3F"
177,true,"","NO_NAME",0,0,92,200.493983,"CHED86J97RCtt8HxhNxvUSQWPqFsiftNpWWQd9HZvqvw"
178,true,"","SOLMECH",0,0,91,142.04482,"FUNDTXgtnkfuhK6G6JUi5CzxPWeZNF9n96vFuBNGFy1v"
179,true,"","Lazy_Llama",0,0,90,200.54845,"FJN8ryNvkm3QAQufsjJmJ9eGPpK1D8hG4MawATqZfFhx"
180,true,"","NO_NAME",0,0,89,200.569847,"MargusHP4dQyxrBuCWngzJp6EZSvg1aPNxdgpXykfr4"
181,true,"","LUNA_",0,0,87,200.580666,"LUNAYGRv5DGye5jvwTy1SQnJr6jfzA1WaFLJ527WMqj"
182,true,"","BMW_",0,0,87,200.580603,"BMW2PUr7yweA54zC5CoBnjWqNFwL8W9vHUvYvb7cPbLN"
183,true,"","NO_NAME",0,0,86,200.553882,"GoLd56YQz8nJQnCsPFw8g5hcxrNaQBvCfAgbtwYFLbd"
184,true,"","Onchain_Divers",0,0,85,200.579182,"DiveRaPKviyDnQyiiMFdV4rujsCBJzMNvPjKfvGNLGvL"
185,true,"","AKKURIA",0,0,82,200.581032,"5S1vPAd2MRJ9WyLAK8mfLQ2Jz43oQHX5pFGVkAyaxLb7"
186,true,"","CyberCore_",0,0,82,200.579767,"6jMprKjLwc2ezd6VLmkUvGUZExEpnsUsjtK9Yd9Jb4xW"
187,true,"","StakeMachine_",0,0,82,200.579729,"FmaVX7HuaaLRc3jy7HZktJX18hsk2S3MWdt6vYKiMweT"
188,true,"","Sphere",0,0,81,200.579673,"SPHERExTW7GaMgS4RN6MbghYvXU2REfFWHgpxMH1P69"
189,true,"","_McBlockin",0,0,81,200.576992,"CtBqxQ3fberuV2WxcNvba7C7QiQQe616rumT2F4mD4gn"
190,true,"","NO_NAME",0,0,80,199.986317,"9ueKvL3WiLM4mNUZrfWqPTYY2Np5YwzFTYvAiPibx1Zq"
191,true,"","TrippyHippy",0,0,79,200.580596,"2w98ie44eGKo8kdYshbs1Uv6rm7btQP7h8RxmowEsvLF"
192,true,"","Argentina_",0,0,79,200.580542,"8HxxkmjxP5cx3Q4hEhRG4aCDpzMdARCfRKTgrevDsL5S"
193,true,"","Brr_Brr_Patapim",0,0,79,200.580539,"Cayzy3AWZfUK4MpBvdEEJRdJY7tE95EAMLzGauuyHcg1"
194,true,"","Hyperliquid",0,0,79,200.580527,"89D8ZVWUSBegx2FT9cvZWUCvobAvL4aozVKUiRtzNDBd"
195,true,"","Ronaldo",0,0,79,200.580515,"J4Aw8KDh4GKHm9WvGaFbpDefNkqZkh8fvMC2GCuhPsv8"
196,true,"","Spongebob",0,0,79,200.580207,"CNhoQcXia4kvPu37sTZcLyGLqQjHhBXJ6KFDcJyaefVi"
